Country,Price,Size,Marketplace,Reference,Moy_prix_by_size,Address
Tunis,340.0,60.0,Tunisie-annonce TN,2861262,5.666666666666667,"Tunisie,Tunis,Bab Souika,Bab El Akoues"
Nabeul,1500.0,120.0,Tunisie-annonce TN,2574405,12.5,"Tunisie,Nabeul,Hammamet,Hammamet"
Bizerte,1700.0,100.0,Tunisie-annonce TN,2549980,17.0,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Nabeul,900.0,100.0,Tunisie-annonce TN,2805618,9.0,"Tunisie,Nabeul,Hammamet,Hammamet"
Ariana,750.0,75.0,Tunisie-annonce TN,2844187,10.0,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,1600.0,130.0,Tunisie-annonce TN,2850588,12.307692307692308,"Tunisie,Tunis,El Kram,Le Kram"
Nabeul,250.0,150.0,Tunisie-annonce TN,2832080,1.6666666666666667,"Tunisie,Nabeul,Hammamet,Hammamet"
Tunis,900.0,100.0,Tunisie-annonce TN,2859875,9.0,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Ben arous,500.0,100.0,Tunisie-annonce TN,2862165,5.0,"Tunisie,Ben arous,Hammam Lif,Bou Kornine"
Nabeul,3500.0,400.0,Tunisie-annonce TN,2856361,8.75,"Tunisie,Nabeul,Hammamet,Hammamet"
Ariana,1500.0,130.0,Tunisie-annonce TN,2838360,11.538461538461538,"Tunisie,Tunis,El Menzah,El Manar 2"
Monastir,500.0,100.0,Tunisie-annonce TN,2822609,5.0,"Tunisie,Monastir,Monastir,Monastir"
Ben arous,450.0,120.0,Tunisie-annonce TN,2844969,3.75,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ariana,1200.0,165.0,Tunisie-annonce TN,2849711,7.2727272727272725,"Tunisie,Tunis,El Menzah,El Menzah 9"
Nabeul,130.0,220.0,Tunisie-annonce TN,2554916,0.5909090909090909,"Tunisie,Nabeul,Kelibia,Kelibia"
Tunis,180.0,100.0,Tunisie-annonce TN,2857747,1.8,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Banlieue Nord,450.0,40.0,Tunisie-annonce TN,2734771,11.25,"Tunisie,Tunis,La Marsa,Cite Bhar Lazreg"
Monastir,400.0,98.0,Tunisie-annonce TN,2844902,4.081632653061225,"Tunisie,Monastir,Monastir,Monastir"
Nabeul,490.0,50.0,Tunisie-annonce TN,2541191,9.8,"Tunisie,Nabeul,Kelibia,Kelibia"
Banlieue Nord,150.0,120.0,Tunisie-annonce TN,2498250,1.25,"Tunisie,Tunis,La Marsa,Gammart"
Nabeul,1500.0,110.0,Tunisie-annonce TN,2857090,13.636363636363637,"Tunisie,Nabeul,Nabeul,Nabeul"
Tunis,150.0,60.0,Tunisie-annonce TN,2857743,2.5,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Banlieue Nord,100.0,50.0,Tunisie-annonce TN,2373150,2.0,"Tunisie,Tunis,La Marsa,El Aouina"
Tunis,900.0,120.0,Tunisie-annonce TN,2862178,7.5,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Beja,2222.0,615.0,Tunisie-annonce TN,2862176,3.6130081300813006,"Tunisie,Beja,Beja Nord,Beja"
Banlieue Nord,2500.0,180.0,Tunisie-annonce TN,2858126,13.88888888888889,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ben arous,650.0,110.0,Tunisie-annonce TN,2788863,5.909090909090909,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Ben arous,400.0,90.0,Tunisie-annonce TN,2826736,4.444444444444445,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ben arous,550.0,100.0,Tunisie-annonce TN,2859246,5.5,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ben arous,400.0,85.0,Tunisie-annonce TN,2838469,4.705882352941177,"Tunisie,Ben arous,El Mourouj,Residence Essraya"
Ariana,300.0,200.0,Tunisie-annonce TN,2838261,1.5,"Tunisie,Ariana,Mnihla,Cite El Bassatine1"
Ben arous,600.0,150.0,Tunisie-annonce TN,2858825,4.0,"Tunisie,Ben arous,Nouvelle Medina,El Yasminette"
Tunis,700.0,60.0,Tunisie-annonce TN,2800149,11.666666666666666,"Tunisie,Tunis,Bab Bhar,Republique"
Ben arous,400.0,80.0,Tunisie-annonce TN,2862172,5.0,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ariana,400.0,15.0,Tunisie-annonce TN,2693943,26.666666666666668,"Tunisie,Tunis,El Menzah,El Manar 2"
Ariana,550.0,25.0,Tunisie-annonce TN,2671331,22.0,"Tunisie,Tunis,El Menzah,El Manar 2"
Ben arous,600.0,110.0,Tunisie-annonce TN,2845559,5.454545454545454,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
